to_act_card,opponent_card,to_act_coins,opponent_coins,phase,pending_action,pending_action_by,pending_block,pending_block_by,result,dtm,best_moves
Captain,Assassin,10,2,ACTION_CHALLENGE,Assassinate,opponent,,,loss,3,pass
Captain,Assassin,10,2,BLOCK,Assassinate,opponent,,,loss,2,pass
Captain,Assassin,10,2,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Assassin,10,2,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Captain
Captain,Assassin,10,2,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Assassin,10,3,ACTION,,,,,win,2,Coup
Captain,Assassin,10,3,ACTION_CHALLENGE,Assassinate,opponent,,,loss,3,pass
Captain,Assassin,10,3,BLOCK,Assassinate,opponent,,,loss,2,pass
Captain,Assassin,10,3,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Assassin,10,3,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Captain
Captain,Assassin,10,3,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Assassin,10,4,ACTION,,,,,win,2,Coup
Captain,Assassin,10,4,ACTION_CHALLENGE,Assassinate,opponent,,,loss,3,pass
Captain,Assassin,10,4,BLOCK,Assassinate,opponent,,,loss,2,pass
Captain,Assassin,10,4,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Assassin,10,4,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Captain
Captain,Assassin,10,4,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Assassin,10,5,ACTION,,,,,win,2,Coup
Captain,Assassin,10,5,ACTION_CHALLENGE,Assassinate,opponent,,,loss,3,pass
Captain,Assassin,10,5,BLOCK,Assassinate,opponent,,,loss,2,pass
Captain,Assassin,10,5,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Assassin,10,5,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Captain
Captain,Assassin,10,6,ACTION,,,,,win,2,Coup
Captain,Assassin,10,6,ACTION_CHALLENGE,Assassinate,opponent,,,loss,3,pass
Captain,Assassin,10,6,BLOCK,Assassinate,opponent,,,loss,2,pass
Captain,Assassin,10,6,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Assassin,10,6,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Captain
Captain,Assassin,10,7,ACTION,,,,,win,2,Coup
Captain,Assassin,10,7,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Assassin,10,8,ACTION,,,,,win,2,Coup
Captain,Assassin,10,8,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Assassin,10,9,ACTION,,,,,win,2,Coup
Captain,Assassin,10,9,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Assassin,10,10,ACTION,,,,,win,2,Coup
Captain,Assassin,10,11,ACTION,,,,,win,2,Coup
Captain,Assassin,11,0,ACTION_CHALLENGE,Assassinate,opponent,,,loss,3,pass
Captain,Assassin,11,0,BLOCK,Assassinate,opponent,,,loss,2,pass
Captain,Assassin,11,0,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Assassin,11,0,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Captain
Captain,Assassin,11,0,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Assassin,11,1,ACTION,,,,,win,2,Coup
Captain,Assassin,11,1,ACTION_CHALLENGE,Assassinate,opponent,,,loss,3,pass
Captain,Assassin,11,1,BLOCK,Assassinate,opponent,,,loss,2,pass
Captain,Assassin,11,1,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Assassin,11,1,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Captain
Captain,Assassin,11,1,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Assassin,11,2,ACTION,,,,,win,2,Coup
Captain,Assassin,11,2,ACTION_CHALLENGE,Assassinate,opponent,,,loss,3,pass
Captain,Assassin,11,2,BLOCK,Assassinate,opponent,,,loss,2,pass
Captain,Assassin,11,2,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Assassin,11,2,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Captain
Captain,Assassin,11,2,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Assassin,11,3,ACTION,,,,,win,2,Coup
Captain,Assassin,11,3,ACTION_CHALLENGE,Assassinate,opponent,,,loss,3,pass
Captain,Assassin,11,3,BLOCK,Assassinate,opponent,,,loss,2,pass
Captain,Assassin,11,3,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Assassin,11,3,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Captain
Captain,Assassin,11,3,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Assassin,11,4,ACTION,,,,,win,2,Coup
Captain,Assassin,11,4,ACTION_CHALLENGE,Assassinate,opponent,,,loss,3,pass
Captain,Assassin,11,4,BLOCK,Assassinate,opponent,,,loss,2,pass
Captain,Assassin,11,4,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Assassin,11,4,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Captain
Captain,Assassin,11,4,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Assassin,11,5,ACTION,,,,,win,2,Coup
Captain,Assassin,11,5,ACTION_CHALLENGE,Assassinate,opponent,,,loss,3,pass
Captain,Assassin,11,5,BLOCK,Assassinate,opponent,,,loss,2,pass
Captain,Assassin,11,5,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Assassin,11,5,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Captain
Captain,Assassin,11,6,ACTION,,,,,win,2,Coup
Captain,Assassin,11,6,ACTION_CHALLENGE,Assassinate,opponent,,,loss,3,pass
Captain,Assassin,11,6,BLOCK,Assassinate,opponent,,,loss,2,pass
Captain,Assassin,11,6,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Assassin,11,6,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Captain
Captain,Assassin,11,7,ACTION,,,,,win,2,Coup
Captain,Assassin,11,7,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Assassin,11,8,ACTION,,,,,win,2,Coup
Captain,Assassin,11,8,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Assassin,11,9,ACTION,,,,,win,2,Coup
Captain,Assassin,11,9,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Assassin,11,10,ACTION,,,,,win,2,Coup
Captain,Assassin,11,11,ACTION,,,,,win,2,Coup
Captain,Captain,0,0,ACTION,,,,,win,25,Income|Foreign Aid
Captain,Captain,0,0,BLOCK,Foreign Aid,opponent,,,loss,24,pass
Captain,Captain,0,0,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,0,1,ACTION,,,,,loss,24,Steal
Captain,Captain,0,1,BLOCK,Foreign Aid,opponent,,,loss,19,pass
Captain,Captain,0,1,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,21,pass
Captain,Captain,0,1,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,0,2,ACTION,,,,,loss,23,Steal
Captain,Captain,0,2,BLOCK,Foreign Aid,opponent,,,loss,18,pass
Captain,Captain,0,2,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,20,pass
Captain,Captain,0,2,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,0,3,ACTION,,,,,loss,18,Steal
Captain,Captain,0,3,BLOCK,Foreign Aid,opponent,,,loss,13,pass
Captain,Captain,0,3,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,15,pass
Captain,Captain,0,3,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,0,4,ACTION,,,,,loss,17,Steal
Captain,Captain,0,4,BLOCK,Foreign Aid,opponent,,,loss,12,pass
Captain,Captain,0,4,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,14,pass
Captain,Captain,0,4,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,0,5,ACTION,,,,,loss,12,Steal
Captain,Captain,0,5,BLOCK,Foreign Aid,opponent,,,loss,7,pass
Captain,Captain,0,5,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,9,pass
Captain,Captain,0,6,ACTION,,,,,loss,11,Steal
Captain,Captain,0,6,BLOCK,Foreign Aid,opponent,,,loss,7,pass
Captain,Captain,0,6,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,8,pass
Captain,Captain,0,7,ACTION,,,,,loss,6,Steal
Captain,Captain,0,7,BLOCK,Foreign Aid,opponent,,,loss,6,pass
Captain,Captain,0,7,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,0,8,ACTION,,,,,loss,6,Steal
Captain,Captain,0,8,BLOCK,Foreign Aid,opponent,,,loss,6,pass
Captain,Captain,0,8,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,0,9,ACTION,,,,,loss,5,Steal
Captain,Captain,0,9,BLOCK,Foreign Aid,opponent,,,loss,6,pass
Captain,Captain,0,9,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,0,10,ACTION,,,,,loss,5,Steal
Captain,Captain,0,10,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,0,11,ACTION,,,,,loss,5,Steal
Captain,Captain,0,11,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,1,0,ACTION,,,,,win,20,Foreign Aid
Captain,Captain,1,0,ACTION_CHALLENGE,Steal,opponent,,,win,23,pass
Captain,Captain,1,0,BLOCK,Foreign Aid,opponent,,,win,21,pass
Captain,Captain,1,0,BLOCK,Steal,opponent,,,win,22,block Captain
Captain,Captain,1,0,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,1,1,ACTION,,,,,win,20,Foreign Aid
Captain,Captain,1,1,ACTION_CHALLENGE,Steal,opponent,,,win,23,pass
Captain,Captain,1,1,BLOCK,Foreign Aid,opponent,,,loss,19,pass
Captain,Captain,1,1,BLOCK,Steal,opponent,,,win,22,block Captain
Captain,Captain,1,1,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,21,pass
Captain,Captain,1,1,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,1,2,ACTION,,,,,win,20,Foreign Aid
Captain,Captain,1,2,ACTION_CHALLENGE,Steal,opponent,,,win,23,pass
Captain,Captain,1,2,BLOCK,Foreign Aid,opponent,,,loss,18,pass
Captain,Captain,1,2,BLOCK,Steal,opponent,,,win,22,block Captain
Captain,Captain,1,2,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,20,pass
Captain,Captain,1,2,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,1,3,ACTION,,,,,loss,18,Steal
Captain,Captain,1,3,ACTION_CHALLENGE,Steal,opponent,,,loss,21,pass
Captain,Captain,1,3,BLOCK,Foreign Aid,opponent,,,loss,13,pass
Captain,Captain,1,3,BLOCK,Steal,opponent,,,loss,20,block Captain
Captain,Captain,1,3,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,15,pass
Captain,Captain,1,3,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,1,4,ACTION,,,,,loss,17,Steal
Captain,Captain,1,4,ACTION_CHALLENGE,Steal,opponent,,,loss,20,pass
Captain,Captain,1,4,BLOCK,Foreign Aid,opponent,,,loss,12,pass
Captain,Captain,1,4,BLOCK,Steal,opponent,,,loss,19,block Captain
Captain,Captain,1,4,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,14,pass
Captain,Captain,1,4,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,1,5,ACTION,,,,,loss,12,Steal
Captain,Captain,1,5,ACTION_CHALLENGE,Steal,opponent,,,loss,15,pass
Captain,Captain,1,5,BLOCK,Foreign Aid,opponent,,,loss,7,pass
Captain,Captain,1,5,BLOCK,Steal,opponent,,,loss,14,block Captain
Captain,Captain,1,5,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,9,pass
Captain,Captain,1,6,ACTION,,,,,loss,11,Steal
Captain,Captain,1,6,ACTION_CHALLENGE,Steal,opponent,,,loss,14,pass
Captain,Captain,1,6,BLOCK,Foreign Aid,opponent,,,loss,7,pass
Captain,Captain,1,6,BLOCK,Steal,opponent,,,loss,13,block Captain
Captain,Captain,1,6,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,8,pass
Captain,Captain,1,7,ACTION,,,,,loss,6,Steal
Captain,Captain,1,7,ACTION_CHALLENGE,Steal,opponent,,,loss,9,pass
Captain,Captain,1,7,BLOCK,Foreign Aid,opponent,,,loss,6,pass
Captain,Captain,1,7,BLOCK,Steal,opponent,,,loss,8,block Captain
Captain,Captain,1,7,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,1,8,ACTION,,,,,loss,6,Steal
Captain,Captain,1,8,ACTION_CHALLENGE,Steal,opponent,,,loss,9,pass
Captain,Captain,1,8,BLOCK,Foreign Aid,opponent,,,loss,6,pass
Captain,Captain,1,8,BLOCK,Steal,opponent,,,loss,8,block Captain
Captain,Captain,1,8,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,1,9,ACTION,,,,,loss,5,Steal
Captain,Captain,1,9,ACTION_CHALLENGE,Steal,opponent,,,loss,8,pass
Captain,Captain,1,9,BLOCK,Foreign Aid,opponent,,,loss,6,pass
Captain,Captain,1,9,BLOCK,Steal,opponent,,,loss,7,block Captain
Captain,Captain,1,9,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,1,10,ACTION,,,,,loss,5,Steal
Captain,Captain,1,10,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,1,11,ACTION,,,,,loss,5,Steal
Captain,Captain,1,11,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,2,0,ACTION,,,,,win,19,Income|Foreign Aid
Captain,Captain,2,0,ACTION_CHALLENGE,Steal,opponent,,,win,22,pass
Captain,Captain,2,0,BLOCK,Foreign Aid,opponent,,,win,20,pass
Captain,Captain,2,0,BLOCK,Steal,opponent,,,win,21,block Captain
Captain,Captain,2,0,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,2,1,ACTION,,,,,win,19,Income|Foreign Aid
Captain,Captain,2,1,ACTION_CHALLENGE,Steal,opponent,,,win,22,pass
Captain,Captain,2,1,BLOCK,Foreign Aid,opponent,,,loss,19,pass
Captain,Captain,2,1,BLOCK,Steal,opponent,,,win,21,block Captain
Captain,Captain,2,1,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,21,pass
Captain,Captain,2,1,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,2,2,ACTION,,,,,win,19,Income|Foreign Aid
Captain,Captain,2,2,ACTION_CHALLENGE,Steal,opponent,,,win,22,pass
Captain,Captain,2,2,BLOCK,Foreign Aid,opponent,,,loss,18,pass
Captain,Captain,2,2,BLOCK,Steal,opponent,,,win,21,block Captain
Captain,Captain,2,2,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,20,pass
Captain,Captain,2,2,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,2,3,ACTION,,,,,loss,18,Steal
Captain,Captain,2,3,ACTION_CHALLENGE,Steal,opponent,,,loss,21,pass
Captain,Captain,2,3,BLOCK,Foreign Aid,opponent,,,loss,13,pass
Captain,Captain,2,3,BLOCK,Steal,opponent,,,loss,20,block Captain
Captain,Captain,2,3,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,15,pass
Captain,Captain,2,3,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,2,4,ACTION,,,,,loss,17,Steal
Captain,Captain,2,4,ACTION_CHALLENGE,Steal,opponent,,,loss,20,pass
Captain,Captain,2,4,BLOCK,Foreign Aid,opponent,,,loss,12,pass
Captain,Captain,2,4,BLOCK,Steal,opponent,,,loss,19,block Captain
Captain,Captain,2,4,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,14,pass
Captain,Captain,2,4,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,2,5,ACTION,,,,,loss,12,Steal
Captain,Captain,2,5,ACTION_CHALLENGE,Steal,opponent,,,loss,15,pass
Captain,Captain,2,5,BLOCK,Foreign Aid,opponent,,,loss,7,pass
Captain,Captain,2,5,BLOCK,Steal,opponent,,,loss,14,block Captain
Captain,Captain,2,5,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,9,pass
Captain,Captain,2,6,ACTION,,,,,loss,11,Steal
Captain,Captain,2,6,ACTION_CHALLENGE,Steal,opponent,,,loss,14,pass
Captain,Captain,2,6,BLOCK,Foreign Aid,opponent,,,loss,7,pass
Captain,Captain,2,6,BLOCK,Steal,opponent,,,loss,13,block Captain
Captain,Captain,2,6,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,8,pass
Captain,Captain,2,7,ACTION,,,,,loss,6,Steal
Captain,Captain,2,7,ACTION_CHALLENGE,Steal,opponent,,,loss,9,pass
Captain,Captain,2,7,BLOCK,Foreign Aid,opponent,,,loss,6,pass
Captain,Captain,2,7,BLOCK,Steal,opponent,,,loss,8,block Captain
Captain,Captain,2,7,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,2,8,ACTION,,,,,loss,6,Steal
Captain,Captain,2,8,ACTION_CHALLENGE,Steal,opponent,,,loss,9,pass
Captain,Captain,2,8,BLOCK,Foreign Aid,opponent,,,loss,6,pass
Captain,Captain,2,8,BLOCK,Steal,opponent,,,loss,8,block Captain
Captain,Captain,2,8,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,2,9,ACTION,,,,,loss,5,Steal
Captain,Captain,2,9,ACTION_CHALLENGE,Steal,opponent,,,loss,8,pass
Captain,Captain,2,9,BLOCK,Foreign Aid,opponent,,,loss,6,pass
Captain,Captain,2,9,BLOCK,Steal,opponent,,,loss,7,block Captain
Captain,Captain,2,9,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,2,10,ACTION,,,,,loss,5,Steal
Captain,Captain,2,10,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,2,11,ACTION,,,,,loss,5,Steal
Captain,Captain,2,11,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,3,0,ACTION,,,,,win,14,Foreign Aid
Captain,Captain,3,0,ACTION_CHALLENGE,Steal,opponent,,,win,17,pass
Captain,Captain,3,0,BLOCK,Foreign Aid,opponent,,,win,15,pass
Captain,Captain,3,0,BLOCK,Steal,opponent,,,win,16,block Captain
Captain,Captain,3,0,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,3,1,ACTION,,,,,win,14,Foreign Aid
Captain,Captain,3,1,ACTION_CHALLENGE,Steal,opponent,,,win,17,pass
Captain,Captain,3,1,BLOCK,Foreign Aid,opponent,,,win,15,pass
Captain,Captain,3,1,BLOCK,Steal,opponent,,,win,16,block Captain
Captain,Captain,3,1,BLOCK_CHALLENGE,Steal,self,Captain,opponent,win,19,pass
Captain,Captain,3,1,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,3,2,ACTION,,,,,win,14,Foreign Aid
Captain,Captain,3,2,ACTION_CHALLENGE,Steal,opponent,,,win,17,pass
Captain,Captain,3,2,BLOCK,Foreign Aid,opponent,,,win,15,pass
Captain,Captain,3,2,BLOCK,Steal,opponent,,,win,16,block Captain
Captain,Captain,3,2,BLOCK_CHALLENGE,Steal,self,Captain,opponent,win,19,pass
Captain,Captain,3,2,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,3,3,ACTION,,,,,win,14,Foreign Aid
Captain,Captain,3,3,ACTION_CHALLENGE,Steal,opponent,,,win,17,pass
Captain,Captain,3,3,BLOCK,Foreign Aid,opponent,,,loss,13,pass
Captain,Captain,3,3,BLOCK,Steal,opponent,,,win,16,block Captain
Captain,Captain,3,3,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,15,pass
Captain,Captain,3,3,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,3,4,ACTION,,,,,win,14,Foreign Aid
Captain,Captain,3,4,ACTION_CHALLENGE,Steal,opponent,,,win,17,pass
Captain,Captain,3,4,BLOCK,Foreign Aid,opponent,,,loss,12,pass
Captain,Captain,3,4,BLOCK,Steal,opponent,,,win,16,block Captain
Captain,Captain,3,4,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,14,pass
Captain,Captain,3,4,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,3,5,ACTION,,,,,loss,12,Steal
Captain,Captain,3,5,ACTION_CHALLENGE,Steal,opponent,,,loss,15,pass
Captain,Captain,3,5,BLOCK,Foreign Aid,opponent,,,loss,7,pass
Captain,Captain,3,5,BLOCK,Steal,opponent,,,loss,14,block Captain
Captain,Captain,3,5,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,9,pass
Captain,Captain,3,6,ACTION,,,,,loss,11,Steal
Captain,Captain,3,6,ACTION_CHALLENGE,Steal,opponent,,,loss,14,pass
Captain,Captain,3,6,BLOCK,Foreign Aid,opponent,,,loss,7,pass
Captain,Captain,3,6,BLOCK,Steal,opponent,,,loss,13,block Captain
Captain,Captain,3,6,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,8,pass
Captain,Captain,3,7,ACTION,,,,,loss,6,Steal
Captain,Captain,3,7,ACTION_CHALLENGE,Steal,opponent,,,loss,9,pass
Captain,Captain,3,7,BLOCK,Foreign Aid,opponent,,,loss,6,pass
Captain,Captain,3,7,BLOCK,Steal,opponent,,,loss,8,block Captain
Captain,Captain,3,7,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,3,8,ACTION,,,,,loss,6,Steal
Captain,Captain,3,8,ACTION_CHALLENGE,Steal,opponent,,,loss,9,pass
Captain,Captain,3,8,BLOCK,Foreign Aid,opponent,,,loss,6,pass
Captain,Captain,3,8,BLOCK,Steal,opponent,,,loss,8,block Captain
Captain,Captain,3,8,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,3,9,ACTION,,,,,loss,5,Steal
Captain,Captain,3,9,ACTION_CHALLENGE,Steal,opponent,,,loss,8,pass
Captain,Captain,3,9,BLOCK,Foreign Aid,opponent,,,loss,6,pass
Captain,Captain,3,9,BLOCK,Steal,opponent,,,loss,7,block Captain
Captain,Captain,3,9,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,3,10,ACTION,,,,,loss,5,Steal
Captain,Captain,3,10,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,3,11,ACTION,,,,,loss,5,Steal
Captain,Captain,3,11,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,4,0,ACTION,,,,,win,13,Income|Foreign Aid
Captain,Captain,4,0,ACTION_CHALLENGE,Steal,opponent,,,win,16,pass
Captain,Captain,4,0,BLOCK,Foreign Aid,opponent,,,win,14,pass
Captain,Captain,4,0,BLOCK,Steal,opponent,,,win,15,block Captain
Captain,Captain,4,0,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,4,1,ACTION,,,,,win,13,Income|Foreign Aid
Captain,Captain,4,1,ACTION_CHALLENGE,Steal,opponent,,,win,16,pass
Captain,Captain,4,1,BLOCK,Foreign Aid,opponent,,,win,14,pass
Captain,Captain,4,1,BLOCK,Steal,opponent,,,win,15,block Captain
Captain,Captain,4,1,BLOCK_CHALLENGE,Steal,self,Captain,opponent,win,18,pass
Captain,Captain,4,1,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,4,2,ACTION,,,,,win,13,Income|Foreign Aid
Captain,Captain,4,2,ACTION_CHALLENGE,Steal,opponent,,,win,16,pass
Captain,Captain,4,2,BLOCK,Foreign Aid,opponent,,,win,14,pass
Captain,Captain,4,2,BLOCK,Steal,opponent,,,win,15,block Captain
Captain,Captain,4,2,BLOCK_CHALLENGE,Steal,self,Captain,opponent,win,18,pass
Captain,Captain,4,2,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,4,3,ACTION,,,,,win,13,Income|Foreign Aid
Captain,Captain,4,3,ACTION_CHALLENGE,Steal,opponent,,,win,16,pass
Captain,Captain,4,3,BLOCK,Foreign Aid,opponent,,,loss,13,pass
Captain,Captain,4,3,BLOCK,Steal,opponent,,,win,15,block Captain
Captain,Captain,4,3,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,15,pass
Captain,Captain,4,3,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,4,4,ACTION,,,,,win,13,Income|Foreign Aid
Captain,Captain,4,4,ACTION_CHALLENGE,Steal,opponent,,,win,16,pass
Captain,Captain,4,4,BLOCK,Foreign Aid,opponent,,,loss,12,pass
Captain,Captain,4,4,BLOCK,Steal,opponent,,,win,15,block Captain
Captain,Captain,4,4,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,14,pass
Captain,Captain,4,4,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Captain,4,5,ACTION,,,,,loss,12,Steal
Captain,Captain,4,5,ACTION_CHALLENGE,Steal,opponent,,,loss,15,pass
Captain,Captain,4,5,BLOCK,Foreign Aid,opponent,,,loss,7,pass
Captain,Captain,4,5,BLOCK,Steal,opponent,,,loss,14,block Captain
Captain,Captain,4,5,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,9,pass
Captain,Captain,4,6,ACTION,,,,,loss,11,Steal
Captain,Captain,4,6,ACTION_CHALLENGE,Steal,opponent,,,loss,14,pass
Captain,Captain,4,6,BLOCK,Foreign Aid,opponent,,,loss,7,pass
Captain,Captain,4,6,BLOCK,Steal,opponent,,,loss,13,block Captain
Captain,Captain,4,6,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,8,pass
Captain,Captain,4,7,ACTION,,,,,loss,6,Steal
Captain,Captain,4,7,ACTION_CHALLENGE,Steal,opponent,,,loss,9,pass
Captain,Captain,4,7,BLOCK,Foreign Aid,opponent,,,loss,6,pass
Captain,Captain,4,7,BLOCK,Steal,opponent,,,loss,8,block Captain
Captain,Captain,4,7,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,4,8,ACTION,,,,,loss,6,Steal
Captain,Captain,4,8,ACTION_CHALLENGE,Steal,opponent,,,loss,9,pass
Captain,Captain,4,8,BLOCK,Foreign Aid,opponent,,,loss,6,pass
Captain,Captain,4,8,BLOCK,Steal,opponent,,,loss,8,block Captain
Captain,Captain,4,8,BLOCK_CHALLENGE,Steal,self,Captain,opponent,loss,3,pass
Captain,Captain,4,9,ACTION,,,,,loss,5,Steal
Captain,Captain,4,9,ACTION_CHALLENGE,Steal,opponent,,,loss,8,pass
